Release Date;Movie;Production Budget;Domestic Gross;Worldwide Gross
11/10/1995;Ace Ventura: When Nature Calls;30000000;108360063;212400000
8/3/2001;The Princess Diaries;30000000;108244774;165334774
3/5/1999;Analyze This;30000000;106885658;176885658
9/20/1996;The First Wives Club;30000000;105489203;181489203
12/15/2004;Million Dollar Baby;30000000;100492203;231928227
9/22/1995;Se7en;30000000;100125643;328125643
10/8/2003;Mystic River;30000000;90135191;156822020
12/18/2015;Sisters;30000000;87044645;106030660
11/10/1999;Pokemon: The First Movie;30000000;85744662;163644662
11/19/2004;SpongeBob SquarePants: The Movie;30000000;85416609;142051255
12/4/2009;Up in the Air;30000000;83823381;166842739
6/25/2004;The Notebook;30000000;81001787;116025023
4/10/2009;Hannah Montana the Movie;30000000;79576189;169173206
1/18/2008;27 Dresses;30000000;76808654;160247805
11/17/2000;Rugrats in Paris;30000000;76501438;103284813
8/18/2017;The Hitman’s Bodyguard;30000000;75468583;172779292
12/25/1991;The Prince of Tides;30000000;74787599;74787599
8/12/2005;Four Brothers;30000000;74494381;92494381
12/23/1994;Legends of the Fall;30000000;66502573;160502573
9/28/2012;Looper;30000000;66486205;170466405
2/1/2013;Warm Bodies;30000000;66380662;115121608
12/13/2002;About Schmidt;30000000;65005217;107054484
1/17/2014;The Nut Job;30000000;64251538;122529966
2/16/2001;Down to Earth;30000000;64172251;71172251
8/4/1995;Babe;30000000;63658910;246100000
8/8/2012;Hope Springs;30000000;63536011;133085295
4/18/2008;Forgetting Sarah Marshall;30000000;63172463;105173042
10/8/2004;Friday Night Lights;30000000;61255921;61950770
11/17/1989;Harlem Nights;30000000;60857262;95857262
4/25/2008;Baby Mama;30000000;60494212;64170447
5/29/1998;Hope Floats;30000000;60110313;81529000
1/9/2009;Bride Wars;30000000;58715510;115150424
8/20/2004;Without a Paddle;30000000;58156435;65121280
5/20/2011;Midnight in Paris;30000000;56816662;162827388
10/5/2005;Wallace & Gromit: The Curse of the Were-Rabbit;30000000;56068547;197593152
12/21/2007;P.S. I Love You;30000000;53695808;155769678
9/23/2005;The Corpse Bride;30000000;53359111;114770654
5/14/2010;Letters to Juliet;30000000;53032453;82148538
4/6/2001;Blow;30000000;52990775;83282296
2/12/1999;Message in a Bottle;30000000;52880016;52880016
7/24/2015;Southpaw;30000000;52421953;94207861
6/9/1989;Star Trek V: The Final Frontier;30000000;52210049;70200000
7/28/2017;Atomic Blonde;30000000;51573925;96673925
7/3/2002;Like Mike;30000000;51432423;62432423
3/18/1994;Naked Gun 33 1/3: The Final Insult;30000000;51041856;51041856
12/7/2007;Atonement;30000000;50980159;129779728
5/24/1985;A View to a Kill;30000000;50327960;152627960
1/14/2005;Racing Stripes;30000000;49772522;89955540
9/18/2015;Sicario;30000000;46889293;78571737
9/22/1989;Black Rain;30000000;45892212;45892212
4/13/2012;The Three Stooges;30000000;44338224;54052249
7/21/2000;Pokemon 2000;30000000;43746923;133946923
10/24/2014;John Wick;30000000;43037835;76235001
1/13/2006;Glory Road;30000000;42647449;42799060
4/24/2015;The Age of Adaline;30000000;42629776;69057415
8/6/2010;Step Up 3D;30000000;42400223;165889117
5/29/2009;Drag Me To Hell;30000000;42100625;91388487
4/13/2012;The Cabin in the Woods;30000000;42073277;70742948
9/19/2003;Secondhand Lions;30000000;42070939;47902566
11/10/2006;Stranger Than Fiction;30000000;40435190;53572822
4/8/2011;Hanna;30000000;40259119;65343694
8/16/2002;Blue Crush;30000000;40118420;51618420
10/19/2007;30 Days of Night;30000000;39568996;80276156
12/19/1986;Little Shop of Horrors;30000000;38747385;38747385
9/15/2006;Gridiron Gang;30000000;38432823;41457834
7/20/1988;Midnight Run;30000000;38413606;81613606
1/25/2008;Meet the Spartans;30000000;38233676;84646831
11/13/1987;The Running Man;30000000;38122000;38122000
9/13/2013;The Family;30000000;36918811;51078541
11/21/1997;Mortal Kombat: Annihilation;30000000;35927406;51327406
7/1/2011;Larry Crowne;30000000;35608245;61449135
10/18/2013;Carrie;30000000;35266619;82409520
4/7/2006;Take the Lead;30000000;34742066;65390493
11/24/2010;Love and Other Drugs;30000000;32367005;102716321
6/3/2015;Entourage;30000000;32363404;46225326
6/1/2001;What's the Worst That Could Happen?;30000000;32267774;38462071
2/8/2013;Side Effects;30000000;32172757;66742138
9/9/2009;9;30000000;31749894;48559999
7/2/2014;Deliver Us from Evil;30000000;30577122;87956618
8/1/2014;Get on Up;30000000;30569935;33339868
4/27/2012;The Five-Year Engagement;30000000;28700285;61623819
4/2/2004;The Prince & Me;30000000;28165882;29356757
7/15/2011;Winnie the Pooh;30000000;26692846;50145607
5/15/1998;Bulworth;30000000;26528684;29203383
6/13/2003;Dumb and Dumberer: When Harry Met Lloyd;30000000;26214846;26214846
8/4/1995;Virtuosity;30000000;23998226;23998226
9/18/1998;One True Thing;30000000;23337196;26708196
2/4/2011;Sanctum;30000000;23209310;104283753
7/21/2006;My Super Ex-Girlfriend;30000000;22530295;60772856
9/17/2004;Mr. 3000;30000000;21800302;21827296
8/25/2017;Ballerina;30000000;21634197;96699197
11/19/2010;The Next Three Days;30000000;21148651;67255916
8/6/2004;Little Black Book;30000000;20422207;21758371
1/19/2005;Assault On Precinct 13;30000000;20040895;36040895
10/4/2013;Runner Runner;30000000;19316646;60512680
2/6/1998;The Replacement Killers;30000000;19035741;19035741
4/28/2017;Baahubali 2: The Conclusion;30000000;18985794;263585794
3/3/2006;Ultraviolet;30000000;18522064;30962112
10/21/2005;North Country;30000000;18324242;23676771
8/19/2011;Fright Night;30000000;18298649;40520649
10/9/2015;Steve Jobs;30000000;17766658;35579007
7/17/2002;Eight Legged Freaks;30000000;17266505;36722311
7/19/1996;Fled;30000000;17192205;19892205
6/4/2010;Splice;30000000;17010170;26857459
4/18/2008;88 Minutes;30000000;16930884;32955399
4/9/2004;The Whole Ten Yards;30000000;16323969;26323969
8/1/1986;Howard the Duck;30000000;16295774;16295774
10/24/2008;Pride and Glory;30000000;15740721;43440721
8/26/2005;The Cave;30000000;15007991;27147991
4/30/2004;Godsend;30000000;14334645;16910708
6/20/2003;Alex & Emma;30000000;14208384;15358583
9/3/2004;Wicker Park;30000000;13001257;21577076
12/25/2005;The New World;30000000;12712093;26184400
6/29/2007;Evening;30000000;12406646;12885574
1/18/2013;The Last Stand;30000000;12050299;48330757
1/15/1999;In Dreams;30000000;12017369;12017369
3/12/1999;Wing Commander;30000000;11578022;11578022
1/12/2001;Antitrust;30000000;10965209;17865209
3/8/2013;Dead Man Down;30000000;10895295;19599974
4/29/2011;Hoodwinked Too: Hood vs. Evil;30000000;10143779;23353111
4/10/2009;Dragonball Evolution;30000000;9362785;58228460
9/24/2004;First Daughter;30000000;9055010;10419084
9/9/2005;An Unfinished Life;30000000;8535575;18535575
12/25/2009;The Imaginarium of Doctor Parnassus;30000000;7689607;64352607
1/14/2011;Barney's Version;30000000;7502560;8845575
9/20/2002;Trapped;30000000;6916869;6916869
6/1/1984;Once Upon a Time in America;30000000;5321508;5564014
1/22/1999;Gloria;30000000;4167493;4967493
9/21/2007;The Assassination of Jesse James by the Coward Robert Ford;30000000;3909149;15313631
12/29/2004;The Merchant of Venice;30000000;3765585;18765585
4/2/2003;The Good Thief;30000000;3517797;6460758
8/17/2005;Supercross;30000000;3102550;3252550
12/29/2006;Miss Potter;30000000;3005605;35891257
5/5/2006;Wu ji;30000000;669625;35869934
9/23/2011;Machine Gun Preacher;30000000;538690;3721988
6/15/2007;DOA: Dead or Alive;30000000;480314;7755686
2/19/2010;Le Petit Nicolas;30000000;201857;52339566
10/7/2011;Xinhai geming;30000000;135739;8593154
1/30/2015;Wild Card;30000000;3200;929157
6/5/2015;United Passions;30000000;918;168832
12/31/2010;Konferenz der Tiere;30000000;0;53048539
12/1/2015;Grace of Monaco;30000000;0;25199891
12/14/2007;Goodbye Bafana;30000000;0;2717302
3/8/2016;Savva. Serdtse voyna;30000000;0;1841369
12/31/2013;Space Pirate Captain Harlock;30000000;0;143490
12/31/2015;Bilal;30000000;0;141661
12/31/2003;Ripley's Game;30000000;0;0
2/24/2017;Collide;29200000;2280004;5278519
5/15/2015;Pitch Perfect 2;29000000;183785415;287130801
11/18/2005;Walk the Line;29000000;119519402;187707495
4/8/2016;The Boss;29000000;63077560;78652395
12/27/1995;Twelve Monkeys;29000000;57141459;168841459
9/12/2003;Once Upon a Time in Mexico;29000000;56330657;97413527
4/14/2000;Keeping the Faith;29000000;37036404;45336404
8/18/2017;Logan Lucky;29000000;27767143;39200823
8/12/2016;Florence Foster Jenkins;29000000;27383770;44267641
2/13/1998;The Borrowers;29000000;22619589;54045832
12/5/2008;Frost/Nixon;29000000;18622031;28452945
11/12/2004;Seed of Chucky;29000000;17016190;24716190
8/23/2002;Serving Sara;29000000;16930185;20146150
12/31/2002;Confessions of a Dangerous Mind;29000000;16007718;33013805
8/26/2009;Taking Woodstock;29000000;7460204;10066366
11/6/1987;Cry Freedom;29000000;5899797;25899797
1/9/2009;Che- Part 1: The Argentine;29000000;1733532;1733532
9/24/1999;Mumford;28700000;4559569;4559569
3/4/2005;The Jacket;28500000;6301131;15452978
11/11/1992;Aladdin;28000000;217350219;504050219
5/23/1984;Indiana Jones and the Temple of Doom;28000000;179880271;333080271
8/14/2015;Straight Outta Compton;28000000;161058685;202043881
7/21/2017;Girls Trip;28000000;115108515;137532122
11/20/1998;The Rugrats Movie;28000000;100494685;140894685
7/15/1988;Die Hard;28000000;81350242;139109346
4/6/2001;Along Came a Spider;28000000;74058698;105159085
2/14/2013;Safe Haven;28000000;71399120;94050951
12/11/2015;The Big Short;28000000;70259870;133162752
11/7/2008;Role Models;28000000;67300955;94500826
10/10/2014;Alexander and the Terrible- Horrible- No Good- Very Bad Day;28000000;66954149;101379287
2/6/2004;Miracle;28000000;64378093;64474705
1/28/2013;Last Vegas;28000000;63914167;112914167
1/26/2001;The Wedding Planner;28000000;60400856;94728529
3/19/2004;Dawn of the Dead;28000000;58990765;103452875
6/26/1981;For Your Eyes Only;28000000;54800000;195300000
12/14/2001;The Royal Tenenbaums;28000000;52353636;71430876
4/25/2003;Identity;28000000;52131264;82183683
10/5/2001;Serendipity;28000000;50255310;77477297
4/16/2010;Kick-Ass;28000000;48071303;97531134
9/28/2001;Zoolander;28000000;45172250;60780981
9/16/1994;Timecop;28000000;44853581;102053581
7/27/2007;No Reservations;28000000;43107979;91943956
7/16/1993;Hocus Pocus;28000000;39360491;39360491
11/11/2005;Pride & Prejudice;28000000;38372662;126549607
8/12/2011;30 Minutes or Less;28000000;37053924;40966716
12/22/2000;Dracula 2000;28000000;33000377;33000377
6/25/1982;Blade Runner;28000000;32656328;33139618
4/7/1995;Rob Roy;28000000;31390587;31390587
2/21/2014;3 Days to Kill;28000000;30697999;38959900
8/16/2013;Kick-Ass 2;28000000;28795985;63129909
10/12/2007;We Own the Night;28000000;28563179;55307857
9/19/2014;A Walk Among the Tombstones;28000000;26017685;62108587
1/15/2010;The Spy Next Door;28000000;24307106;46752858
11/1/2017;A Bad Moms Christmas;28000000;21556106;21556106
4/25/2014;Brick Mansions;28000000;20396829;73421224
5/12/2006;Just My Luck;28000000;17326650;38159905
10/13/2000;Lost Souls;28000000;16779636;31320293
8/21/2015;American Ultra;28000000;14439985;30295076
4/18/2003;Winged Migration;28000000;11689053;39134983
2/5/2016;Pride and Prejudice and Zombies;28000000;10907291;16311335
10/1/1999;Mystery- Alaska;28000000;8891623;8891623
8/24/2001;John Carpenter's Ghosts of Mars;28000000;8434601;8434601
7/11/1997;A Simple Wish;28000000;8165213;8165213
10/30/2015;Our Brand is Crisis;28000000;7002261;8592432
12/25/1997;Kundun;28000000;5686694;5686694
10/3/2008;How to Lose Friends & Alienate People;28000000;2775593;12031443
12/31/2007;Alatriste;28000000;0;22860477
6/1/2007;Knocked Up;27500000;148761765;219265952
6/10/1983;Octopussy;27500000;67900000;187500000
6/26/2009;My Sister's Keeper;27500000;49200230;96673002
2/8/2008;Welcome Home Roscoe Jenkins;27500000;42436517;43607627
1/13/2012;Joyful Noise;27500000;30932113;31157914
12/14/1984;A Passage to India;27500000;27187653;27187653
12/25/2006;Notes on a Scandal;27500000;17510118;50578411
10/19/2007;Rendition;27500000;9736045;26939925
10/28/2011;Anonymous;27500000;4463292;15815509
3/18/2011;Limitless;27000000;79249455;155564919
12/6/1991;Star Trek VI: The Undiscovered Country;27000000;74888996;96900000
6/7/2002;The Divine Secrets of the Ya-Ya Sisterhood;27000000;69586544;73826768
10/3/1997;Kiss the Girls;27000000;60527873;60527873
6/20/1980;The Blues Brothers;27000000;57229890;57229890
12/25/1994;The Jungle Book;27000000;44342956;44342956
8/6/2008;The Sisterhood of the Traveling Pants 2;27000000;44089964;44270131
5/13/2016;Money Monster;27000000;41012075;93469699
5/17/2002;About a Boy;27000000;40803000;130759651
8/19/2011;Spy Kids: All the Time in the World;27000000;38536376;80681183
7/16/1999;Lake Placid;27000000;31770413;31770413
4/7/2006;Lucky Number Slevin;27000000;22495466;55495466
10/21/1983;The Right Stuff;27000000;21500000;21500000
7/20/1984;Die Unendliche Geschichte;27000000;21300000;21300000
2/27/1998;Dark City;27000000;14435076;27257061
9/19/2008;The Duchess;27000000;13848978;45160110
10/1/2010;Case 39;27000000;13261851;28773827
6/10/2005;The Honeymooners;27000000;12834849;13174426
6/21/1985;Return to Oz;27000000;10618813;10618813
3/27/1998;The Newton Boys;27000000;10341093;10341093
8/27/2004;Suspect Zero;27000000;8712564;8712564
11/2/2007;Martian Child;27000000;7500310;9352089
10/18/2002;Formula 51;27000000;5204007;5204007
11/24/1999;Flawless;27000000;4485485;4485485
5/13/2005;Mindhunters;27000000;4476235;16566235
10/17/2008;What Just Happened;27000000;1090947;2412123
12/12/2003;The Statement;27000000;765637;1545064
12/31/2006;The Magic Flute;27000000;0;0
11/23/2016;Rules Don’t Apply;26700000;3652206;3871448
1/16/2009;Paul Blart: Mall Cop;26000000;146336178;185904750
8/6/2003;Freaky Friday;26000000;110222438;160822438
8/19/2005;The 40 Year-old Virgin;26000000;109449237;177344230
12/11/1998;Shakespeare in Love;26000000;100317794;279500000
12/21/1990;Kindergarten Cop;26000000;91457688;202000000
8/6/2008;Pineapple Express;26000000;87341380;102404019
12/22/1993;Philadelphia;26000000;77324422;201324422
7/31/1998;Ever After: A Cinderella Story;26000000;65705772;65705772
8/10/1990;Flatliners;26000000;61308153;61308153
8/15/2003;Open Range;26000000;58331254;68613992
8/19/2005;Red Eye;26000000;57891803;96666486
12/9/2011;New Year’s Eve;26000000;54544638;146850273
6/15/1977;A Bridge Too Far;26000000;50800000;50800000
4/26/2013;Pain & Gain;26000000;49875291;81275291
1/31/2003;Final Destination 2;26000000;46896664;90396664
12/22/2000;O Brother- Where Art Thou?;26000000;45506619;75763814
12/29/2004;In Good Company;26000000;45489752;63489752
1/22/2010;Legion;26000000;40168080;67647574
8/29/2012;Lawless;26000000;37397291;54393637
3/29/2002;Clockstoppers;26000000;36985501;38788828
7/10/1985;Silverado;26000000;33200000;33200000
12/4/2009;Brothers;26000000;28544157;45043870
10/17/2014;The Best of Me;26000000;26766213;41059418
3/12/2004;Agent Cody Banks 2: Destination London;26000000;23514247;28703083
8/3/2001;Original Sin;26000000;16521410;16521410
4/27/2012;The Raven;26000000;16008272;30601801
2/20/2004;Welcome to Mooseport;26000000;14469428;14469428
1/27/1995;Highlander III: The Sorcerer;26000000;13738574;13738574
7/10/2015;Self/Less;26000000;12279691;33713827
8/24/2001;The Curse of the Jade Scorpion;26000000;7496522;18496522
10/18/2013;The Fifth Estate;26000000;3254172;6154172
2/21/1997;Blood and Wine;26000000;1083350;1083350
3/21/2014;Blood Ties;26000000;42472;2923959
8/24/1997;The Grimm Brothers' Snow White;26000000;5000;5000
6/30/2015;Viy;26000000;0;34246770
3/17/2015;Accidental Love;26000000;0;135436
4/24/2015;The Face of an Angel;26000000;0;0
5/17/1996;Flipper;25530000;20080020;30593313
8/31/2005;The Constant Gardener;25500000;33579798;86301599
10/17/2008;W.;25100000;25534493;28575778
2/25/2004;The Passion of the Christ;25000000;370782930;622341924
11/24/1993;Mrs. Doubtfire;25000000;219195051;441286003
12/16/1988;Rain Man;25000000;172825435;412800000
8/10/2011;The Help;25000000;169705587;213120004
12/25/2016;Hidden Figures;25000000;169387004;232287004
12/12/2008;Gran Torino;25000000;148095302;274543085
1/30/2009;Taken;25000000;145000989;226941585
1/17/2014;Ride Along;25000000;134202565;153733800
11/25/1992;The Bodyguard;25000000;121945720;410900000
12/15/1993;Schindler's List;25000000;96067179;321365567
7/2/2003;Legally Blonde 2: Red- White & Blonde;25000000;90639088;125339088
3/26/2004;Scooby-Doo 2: Monsters Unleashed;25000000;84185387;181185387
7/9/2004;Anchorman: The Legend of Ron Burgundy;25000000;84136909;89476265
8/15/2003;Freddy vs. Jason;25000000;82622655;114576403
2/16/2007;Bridge to Terabithia;25000000;82234139;137984788
12/21/2001;Jimmy Neutron: Boy Genius;25000000;80936232;102992536
1/18/2008;Cloverfield;25000000;80048433;171302226
2/5/2010;Dear John;25000000;80014842;142033509
3/22/1991;Teenage Mutant Ninja Turtles II: The Secret of the Ooze;25000000;78656813;78656813
12/25/2012;Parental Guidance;25000000;77267296;120832383
6/3/1987;The Untouchables;25000000;76270454;76270454
11/9/2007;No Country for Old Men;25000000;74273505;164051250
4/13/2001;Bridget Jones's Diary;25000000;71500556;281527158
12/15/2000;Chocolat;25000000;71309760;152500343
1/21/2011;No Strings Attached;25000000;70662220;149228078
1/13/2012;Contraband;25000000;66528000;98406855
1/27/2017;A Dog’s Purpose;25000000;64321890;198421890
4/20/2012;The Lucky One;25000000;60457138;96633833
12/25/1993;Tombstone;25000000;56505065;56505065
3/22/2000;Romeo Must Die;25000000;55973336;91036760
6/6/2006;The Omen;25000000;54607383;119295584
2/10/2006;Final Destination 3;25000000;54098051;112798051
4/22/2011;Madea's Big Happy Family;25000000;53345287;53345287
12/13/2013;Tyler Perry's A Madea Christmas;25000000;52543354;52543354
11/12/2004;Finding Neverland;25000000;51676606;115036108
1/27/2012;The Grey;25000000;51580136;81249176
1/28/2005;Hide and Seek;25000000;51100486;123696741
8/22/2008;The House Bunny;25000000;48237389;71390601
3/14/2003;Agent Cody Banks;25000000;47545060;58240458
1/27/2006;Nanny McPhee;25000000;47279279;128745578
9/19/1990;Goodfellas;25000000;46743809;46777347
8/15/2014;The Giver;25000000;45090374;55090374
12/9/1983;Scarface;25000000;44942821;44942821
